,Location,Departure_airport,Destination,Arrival_airport,Age,Income,Car travel time,Car travel cost,Air travel time,Air travel cost,Mode,Aircraft
1674,Seattle city,PDX,New York city,EWR,45-64,97185.0,50.69094444444444,506.9094444444444,12.38229040533087,339.52289733144636,Air,Narrowbody
1675,Milwaukee city,ORD,Houston city,AUS,25-44,43125.0,23.65280555555556,236.5280555555556,11.987982305114535,128.5296376608868,Air,Narrowbody
1676,New York city,EWR,New York city,EWR,45-64,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1677,Chicago city,ORD,Detroit city,DTW,45-64,62097.0,5.197777777777778,51.977777777777774,3.75025509704522,40.748539070067935,Air,Narrowbody
1678,New York city,EWR,San Jose city,SFO,15-24,67046.0,51.82394444444445,518.2394444444445,9.650724419501692,335.9936071130333,Air,Narrowbody
1679,Washington city,BWI,Tucson city,PHX,15-24,90842.0,40.202777777777776,402.02777777777777,9.68218247672468,252.96359778865929,Air,Narrowbody
1680,Denver city,DEN,San Diego city,LAX,15-24,72661.0,18.139,181.39,4.997095000886703,115.1795911799888,Air,Narrowbody
1681,Los Angeles city,LAX,Houston city,AUS,65+,65290.0,20.13047222222222,201.3047222222222,11.070224587683246,135.36582773775723,Air,Widebody
1682,Charlotte city,CLT,Chicago city,ORD,15-24,65359.0,14.6065,146.065,4.582529718748047,84.92216664511814,Air,Narrowbody
1683,Los Angeles city,LAX,Sacramento city,SMF,65+,65290.0,7.475888888888889,74.75888888888889,3.7958439597518336,55.19609895137527,Air,Narrowbody
1684,Los Angeles city,LAX,Chicago city,ORD,25-44,65290.0,35.83991666666667,358.3991666666667,7.441917756384887,226.79582920183086,Air,Narrowbody
1685,Washington city,BWI,Jacksonville city,MCO,25-44,90842.0,13.129972222222223,131.29972222222224,7.7023537330042515,102.82934869286842,Air,Narrowbody
1686,Los Angeles city,LAX,Los Angeles city,LAX,45-64,65290.0,0.0,0.0,3.0121111111111114,1000.0,Car,Narrowbody
1687,San Francisco city,SFO,New York city,EWR,15-24,119136.0,51.29608333333333,512.9608333333333,9.21911330839058,295.8709623265728,Air,Widebody
1688,Phoenix city,PHX,San Jose city,SFO,45-64,60914.0,12.963666666666668,129.63666666666668,4.562672940085133,88.00865880621186,Air,Narrowbody
1689,Detroit city,DTW,Philadelphia city,PHL,25-44,32498.0,10.80275,108.0275,4.00921188093672,68.53958791628737,Air,Narrowbody
1690,Phoenix city,PHX,Philadelphia city,PHL,65+,60914.0,42.69980555555555,426.9980555555555,7.571248545662668,263.62859321711557,Air,Narrowbody
1691,Houston city,AUS,San Diego city,LAX,15-24,53600.0,20.04208333333333,200.4208333333333,10.841946809905469,135.36582773775723,Air,Widebody
1692,Chicago city,ORD,Los Angeles city,LAX,45-64,62097.0,35.83991666666667,358.3991666666667,7.441917756384887,200.11302973443154,Air,Widebody
1693,Mesa city,PHX,Las Vegas city,LAS,45-64,61640.0,6.313944444444445,63.13944444444445,3.2069905872072915,36.62191471049777,Air,Widebody
1694,San Diego city,LAX,New York city,EWR,15-24,83454.0,50.06330555555555,500.63305555555553,8.669292856606729,313.61143633924394,Air,Narrowbody
1695,Chicago city,ORD,Memphis city,MEM,65+,62097.0,9.782694444444443,97.82694444444444,4.038073986047391,63.8721957400135,Air,Widebody
1696,Washington city,BWI,Jacksonville city,MCO,45-64,90842.0,13.129972222222223,131.29972222222224,7.7023537330042515,102.82934869286842,Air,Narrowbody
1697,Chicago city,ORD,San Francisco city,SFO,65+,62097.0,36.95066666666666,369.50666666666666,7.689265023180532,245.44957572260736,Air,Narrowbody
1698,New York city,EWR,New York city,EWR,65+,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1699,Memphis city,MEM,New York city,EWR,15-24,41864.0,20.36888888888889,203.6888888888889,4.871286576548764,112.57390123167015,Air,Widebody
1700,Los Angeles city,LAX,New York city,EWR,15-24,65290.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1701,New York city,EWR,Sacramento city,SMF,25-44,67046.0,49.59725,495.9725,9.109849459659184,330.09116159167826,Air,Narrowbody
1702,Tucson city,PHX,Phoenix city,PHX,25-44,45227.0,2.059972222222222,20.59972222222222,4.248916666666666,1000.0,Car,Narrowbody
1703,Columbus city,CLE,Las Vegas city,LAS,45-64,54902.0,35.43747222222222,354.3747222222222,9.275747598881182,210.92754697664034,Air,Widebody
1704,Las Vegas city,LAS,Los Angeles city,LAX,45-64,58377.0,5.374722222222222,53.74722222222222,3.6203743713761547,60.49401696604507,Air,Hydrogen-electric regional
1705,Houston city,AUS,New York city,EWR,25-44,53600.0,34.07541666666667,340.7541666666667,11.664814052648198,168.45886900916858,Air,Widebody
1706,Philadelphia city,PHL,New York city,EWR,65+,49127.0,1.982361111111111,19.82361111111111,3.0529714233965883,45.87566570739386,Car,Battery-electric commuter
1707,Houston city,AUS,New York city,EWR,45-64,53600.0,34.07541666666667,340.7541666666667,11.664814052648198,168.45886900916858,Air,Widebody
1708,Denver city,DEN,Charlotte city,CLT,65+,72661.0,28.556472222222222,285.5647222222222,6.37460525806844,174.74478473025204,Air,Narrowbody
1709,Houston city,AUS,Houston city,AUS,25-44,53600.0,0.0,0.0,13.4385,1000.0,Car,Narrowbody
1710,Phoenix city,PHX,El Paso city,PHX,15-24,60914.0,7.565944444444445,75.65944444444445,9.757861111111112,1000.0,Car,Narrowbody
1711,New York city,EWR,Chicago city,ORD,25-44,67046.0,14.73025,147.3025,4.827858714836292,91.81193240438456,Air,Widebody
1712,San Jose city,SFO,Houston city,AUS,25-44,117324.0,26.06747222222222,260.6747222222222,12.05841642488051,187.1543746439108,Air,Narrowbody
1713,New York city,EWR,Milwaukee city,ORD,65+,67046.0,16.824749999999998,168.24749999999997,6.116219825947404,91.81193240438456,Air,Widebody
1714,New York city,EWR,Los Angeles city,LAX,65+,67046.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1715,Phoenix city,PHX,San Francisco city,SFO,45-64,60914.0,13.711166666666664,137.11166666666662,4.131061828974023,88.00865880621186,Air,Narrowbody
1716,Chicago city,ORD,Los Angeles city,LAX,25-44,62097.0,35.83991666666667,358.3991666666667,7.441917756384887,200.11302973443154,Air,Widebody
1717,Chicago city,ORD,Oklahoma City city,DFW,65+,62097.0,14.344722222222222,143.44722222222222,8.09531164670994,108.7862141790189,Air,Narrowbody
1718,Milwaukee city,ORD,Memphis city,MEM,25-44,43125.0,11.863055555555556,118.63055555555556,5.326435097158502,63.8721957400135,Air,Widebody
1719,Charlotte city,CLT,Los Angeles city,LAX,25-44,65359.0,43.39227777777778,433.9227777777778,8.005054333128067,262.71710002447156,Air,Narrowbody
1720,Chicago city,ORD,Charlotte city,CLT,25-44,62097.0,14.6065,146.065,4.582529718748047,84.92216664511814,Air,Narrowbody
1721,New York city,EWR,Los Angeles city,LAX,65+,67046.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1722,Chicago city,ORD,New York city,EWR,25-44,62097.0,14.73025,147.3025,4.827858714836293,103.29442463248704,Air,Narrowbody
1723,New York city,EWR,Los Angeles city,LAX,25-44,67046.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1724,San Jose city,SFO,Houston city,AUS,65+,117324.0,26.06747222222222,260.6747222222222,12.05841642488051,187.1543746439108,Air,Narrowbody
1725,Denver city,DEN,San Francisco city,SFO,25-44,72661.0,21.72008333333333,217.20083333333332,5.413758730751354,130.87044816332758,Air,Narrowbody
1726,Denver city,DEN,Denver city,DEN,45-64,72661.0,0.0,0.0,3.2524999999999995,1000.0,Car,Narrowbody
1727,Chicago city,ORD,San Jose city,SFO,25-44,62097.0,37.47852777777778,374.78527777777776,8.120876134291644,245.44957572260736,Air,Narrowbody
1728,Detroit city,DTW,San Francisco city,SFO,25-44,32498.0,41.68961111111111,416.8961111111111,8.193845925322444,243.32937838578755,Air,Widebody
1729,New York city,EWR,Chicago city,ORD,65+,67046.0,14.73025,147.3025,4.827858714836292,91.81193240438456,Air,Widebody
1730,New York city,EWR,Columbus city,CLE,45-64,67046.0,10.580749999999998,105.80749999999998,6.444812360030312,103.59470192385322,Air,Hydrogen-electric regional
1731,New York city,EWR,Detroit city,DTW,25-44,67046.0,11.589333333333332,115.89333333333332,4.127911424856764,73.39329340811078,Air,Narrowbody
1732,New York city,EWR,New York city,EWR,15-24,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1733,Houston city,AUS,Houston city,AUS,15-24,53600.0,0.0,0.0,13.4385,1000.0,Car,Narrowbody
1734,New York city,EWR,New York city,EWR,65+,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1735,Chicago city,ORD,Chicago city,ORD,15-24,62097.0,0.0,0.0,3.243277777777778,1000.0,Car,Narrowbody
1736,Seattle city,PDX,New York city,EWR,45-64,97185.0,50.69094444444444,506.9094444444444,12.38229040533087,339.52289733144636,Air,Narrowbody
1737,Charlotte city,CLT,Washington city,BWI,25-44,65359.0,7.954055555555555,79.54055555555554,4.637284026636269,89.31754467042178,Air,Hydrogen-electric regional
1738,New York city,EWR,New York city,EWR,25-44,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1739,Los Angeles city,LAX,Los Angeles city,LAX,25-44,65290.0,0.0,0.0,3.0121111111111114,1000.0,Car,Narrowbody
1740,Chicago city,ORD,San Diego city,LAX,25-44,62097.0,35.717888888888886,357.1788888888889,7.21363997860711,200.11302973443154,Air,Widebody
1741,Denver city,DEN,Charlotte city,CLT,45-64,72661.0,28.556472222222222,285.5647222222222,6.37460525806844,174.74478473025204,Air,Narrowbody
1742,Mesa city,PHX,Jacksonville city,MCO,15-24,61640.0,35.67125,356.7125,9.61344261244852,194.67802384164938,Air,Widebody
1743,New York city,EWR,San Diego city,LAX,15-24,67046.0,50.06330555555555,500.63305555555553,8.669292856606729,313.61143633924394,Air,Narrowbody
1744,New York city,EWR,Charlotte city,CLT,15-24,67046.0,12.572333333333331,125.72333333333331,4.12166119920598,75.42986027857727,Air,Narrowbody
1745,Houston city,AUS,New York city,EWR,25-44,53600.0,34.07541666666667,340.7541666666667,11.664814052648198,168.45886900916858,Air,Widebody
1746,San Diego city,LAX,Washington city,BWI,65+,83454.0,47.28661111111111,472.8661111111111,8.738581852772432,259.68112847104294,Air,Widebody
1747,Chicago city,ORD,Seattle city,PDX,45-64,62097.0,36.08288888888889,360.82888888888886,10.797953518959394,217.16469659704694,Air,Widebody
1748,Seattle city,PDX,New York city,EWR,25-44,97185.0,50.69094444444444,506.9094444444444,12.38229040533087,339.52289733144636,Air,Narrowbody
1749,Detroit city,DTW,Detroit city,DTW,45-64,32498.0,0.0,0.0,3.033444444444444,1000.0,Car,Narrowbody
1750,Milwaukee city,ORD,Los Angeles city,LAX,45-64,43125.0,36.63608333333333,366.3608333333333,8.730278867495999,200.11302973443154,Air,Widebody
1751,Chicago city,ORD,Philadelphia city,PHL,25-44,62097.0,13.943666666666664,139.43666666666664,4.688341316821591,97.39459249993945,Air,Narrowbody
1752,Portland city,PDX,Los Angeles city,LAX,15-24,73159.0,18.590055555555555,185.90055555555554,4.80594870355644,116.35454367434758,Air,Narrowbody
1753,Chicago city,ORD,Mesa city,PHX,25-44,62097.0,31.17833333333333,311.7833333333333,6.527221411338469,166.14006755284746,Air,Widebody
1754,San Diego city,LAX,Jacksonville city,MCO,15-24,83454.0,42.526583333333335,425.2658333333334,10.388350952514674,263.7858894262596,Air,Narrowbody
1755,Columbus city,CLE,Washington city,BWI,15-24,54902.0,7.613416666666667,76.13416666666667,6.516160992414049,81.99368891263065,Air,Hydrogen-electric regional
1756,Chicago city,ORD,New York city,EWR,25-44,62097.0,14.73025,147.3025,4.827858714836293,103.29442463248704,Air,Narrowbody
1757,Portland city,PDX,New York city,EWR,45-64,73159.0,50.992666666666665,509.9266666666666,9.090595960886425,339.52289733144636,Air,Narrowbody
1758,Los Angeles city,LAX,Los Angeles city,LAX,15-24,65290.0,0.0,0.0,3.0121111111111114,1000.0,Car,Narrowbody
1759,New York city,EWR,San Francisco city,SFO,45-64,67046.0,51.29608333333333,512.9608333333333,9.21911330839058,335.9936071130333,Air,Narrowbody
1760,New York city,EWR,San Diego city,LAX,25-44,67046.0,50.06330555555555,500.63305555555553,8.669292856606729,313.61143633924394,Air,Narrowbody
1761,Oklahoma City city,DFW,New York city,EWR,25-44,56456.0,27.19558333333333,271.9558333333333,9.191901787625735,156.93565454596578,Air,Widebody
1762,New York city,EWR,Jacksonville city,MCO,15-24,67046.0,17.704694444444446,177.04694444444445,7.631578557475822,121.64165528729764,Air,Narrowbody
1763,El Paso city,PHX,Denver city,DEN,15-24,48866.0,12.204916666666666,122.04916666666665,11.64496530626045,74.22060273727661,Air,Widebody
1764,New York city,EWR,El Paso city,PHX,45-64,67046.0,39.00111111111111,390.01111111111106,15.13069352138319,240.01277332385538,Air,Widebody
1765,Chicago city,ORD,Los Angeles city,LAX,65+,62097.0,35.83991666666667,358.3991666666667,7.441917756384887,200.11302973443154,Air,Widebody
1766,Chicago city,ORD,San Jose city,SFO,45-64,62097.0,37.47852777777778,374.78527777777776,8.120876134291644,245.44957572260736,Air,Narrowbody
1767,Philadelphia city,PHL,Mesa city,PHX,65+,49127.0,42.48458333333333,424.8458333333333,7.737054101218224,232.41249041234005,Air,Widebody
1768,New York city,EWR,Los Angeles city,LAX,45-64,67046.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1769,Charlotte city,CLT,Washington city,BWI,25-44,65359.0,7.954055555555555,79.54055555555554,4.637284026636269,89.31754467042178,Air,Hydrogen-electric regional
1770,Chicago city,ORD,Phoenix city,PHX,45-64,62097.0,31.39355555555556,313.9355555555556,6.361415855782914,166.14006755284746,Air,Widebody
1771,Detroit city,DTW,Tucson city,PHX,45-64,32498.0,35.76294444444444,357.6294444444444,8.692032907074118,191.6818037447893,Air,Widebody
1772,Las Vegas city,LAS,Los Angeles city,LAX,15-24,58377.0,5.374722222222222,53.74722222222222,3.6203743713761547,60.49401696604507,Air,Hydrogen-electric regional
1773,Chicago city,ORD,New York city,EWR,25-44,62097.0,14.73025,147.3025,4.827858714836293,103.29442463248704,Air,Narrowbody
1774,Los Angeles city,LAX,New York city,EWR,65+,65290.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1775,Columbus city,CLE,Jacksonville city,MCO,65+,54902.0,15.322666666666668,153.2266666666667,9.669615257846107,117.22695843922935,Air,Narrowbody
1776,Houston city,AUS,New York city,EWR,45-64,53600.0,34.07541666666667,340.7541666666667,11.664814052648198,168.45886900916858,Air,Widebody
1777,Denver city,DEN,Detroit city,DTW,65+,72661.0,22.685277777777777,226.85277777777776,6.032752476215158,137.342707975455,Air,Widebody
1778,New York city,EWR,New York city,EWR,45-64,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1779,Los Angeles city,LAX,Phoenix city,PHX,65+,65290.0,7.05225,70.5225,4.048233822937657,87.76557375898219,Air,Hydrogen-electric regional
1780,Phoenix city,PHX,Houston city,AUS,45-64,60914.0,13.171944444444444,131.71944444444443,9.906300208295445,110.02796604916348,Air,Narrowbody
1781,Denver city,DEN,San Diego city,LAX,65+,72661.0,18.139,181.39,4.997095000886703,115.1795911799888,Air,Narrowbody
1782,New York city,EWR,Tucson city,PHX,25-44,67046.0,44.15102777777778,441.5102777777778,9.621749076938746,240.01277332385538,Air,Widebody
1783,Charlotte city,CLT,Memphis city,MEM,45-64,65359.0,11.869777777777776,118.69777777777776,3.8757730844797584,63.40480553959048,Air,Widebody
1784,Los Angeles city,LAX,San Diego city,LAX,25-44,65290.0,0.6194999999999999,6.194999999999999,2.7838333333333334,1000.0,Car,Narrowbody
1785,Milwaukee city,ORD,New York city,EWR,45-64,43125.0,16.824749999999998,168.24749999999997,6.116219825947404,103.29442463248704,Air,Narrowbody
1786,Columbus city,CLE,San Diego city,LAX,25-44,54902.0,39.97869444444444,399.78694444444443,9.817737800142279,233.1709411798125,Air,Widebody
1787,Los Angeles city,LAX,Los Angeles city,LAX,65+,65290.0,0.0,0.0,3.0121111111111114,1000.0,Car,Narrowbody
1788,New York city,EWR,New York city,EWR,15-24,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1789,New York city,EWR,New York city,EWR,25-44,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1790,Oklahoma City city,DFW,New York city,EWR,15-24,56456.0,27.19558333333333,271.9558333333333,9.191901787625735,156.93565454596578,Air,Widebody
1791,Los Angeles city,LAX,New York city,EWR,65+,65290.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1792,Charlotte city,CLT,San Diego city,LAX,25-44,65359.0,43.27025,432.7025,7.776776555350289,262.71710002447156,Air,Narrowbody
1793,Chicago city,ORD,Seattle city,PDX,25-44,62097.0,36.08288888888889,360.82888888888886,10.797953518959394,217.16469659704694,Air,Widebody
1794,New York city,EWR,Portland city,PDX,45-64,67046.0,50.992666666666665,509.9266666666666,9.090595960886425,298.9658745243989,Air,Widebody
1795,New York city,EWR,Portland city,PDX,65+,67046.0,50.992666666666665,509.9266666666666,9.090595960886425,298.9658745243989,Air,Widebody
1796,Seattle city,PDX,Chicago city,ORD,45-64,97185.0,36.08288888888889,360.82888888888886,10.797953518959394,217.16469659704694,Air,Widebody
1797,New York city,EWR,Jacksonville city,MCO,65+,67046.0,17.704694444444446,177.04694444444445,7.631578557475822,121.64165528729764,Air,Narrowbody
1798,Los Angeles city,LAX,San Jose city,SFO,25-44,65290.0,6.7981388888888885,67.98138888888889,4.127804227980605,50.60028545227325,Air,Narrowbody
1799,San Diego city,LAX,New York city,EWR,25-44,83454.0,50.06330555555555,500.63305555555553,8.669292856606729,313.61143633924394,Air,Narrowbody
1800,Denver city,DEN,San Francisco city,SFO,45-64,72661.0,21.72008333333333,217.20083333333332,5.413758730751354,130.87044816332758,Air,Narrowbody
1801,Philadelphia city,PHL,New York city,EWR,25-44,49127.0,1.982361111111111,19.82361111111111,3.0529714233965883,45.87566570739386,Car,Battery-electric commuter
1802,Jacksonville city,MCO,Houston city,AUS,45-64,55531.0,24.061,240.61,12.989564309964098,121.0588604307864,Air,Narrowbody
1803,Las Vegas city,LAS,Los Angeles city,LAX,65+,58377.0,5.374722222222222,53.74722222222222,3.6203743713761547,60.49401696604507,Air,Hydrogen-electric regional
1804,Oklahoma City city,DFW,Chicago city,ORD,25-44,56456.0,14.344722222222222,143.44722222222222,8.09531164670994,108.7862141790189,Air,Narrowbody
1805,Milwaukee city,ORD,New York city,EWR,15-24,43125.0,16.824749999999998,168.24749999999997,6.116219825947404,103.29442463248704,Air,Narrowbody
1806,San Jose city,SFO,New York city,EWR,25-44,117324.0,51.82394444444445,518.2394444444445,9.650724419501692,295.8709623265728,Air,Widebody
1807,Las Vegas city,LAS,Mesa city,PHX,45-64,58377.0,6.313944444444445,63.13944444444445,3.2069905872072915,40.3583614582599,Air,Narrowbody
1808,Washington city,BWI,Los Angeles city,LAX,25-44,90842.0,47.40863888888889,474.0863888888889,8.966859630550209,259.68112847104294,Air,Widebody
1809,Charlotte city,CLT,Houston city,AUS,45-64,65359.0,24.65202777777778,246.52027777777778,10.569982044644567,129.63794746328784,Air,Narrowbody
1810,New York city,EWR,New York city,EWR,15-24,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1811,Jacksonville city,MCO,New York city,EWR,25-44,55531.0,17.704694444444446,177.04694444444445,7.631578557475822,121.64165528729764,Air,Narrowbody
1812,Chicago city,ORD,San Diego city,LAX,45-64,62097.0,35.717888888888886,357.1788888888889,7.21363997860711,200.11302973443154,Air,Widebody
1813,San Jose city,SFO,Washington city,BWI,45-64,117324.0,50.09405555555556,500.94055555555565,9.744572463233993,318.34074481080813,Air,Narrowbody
1814,Portland city,PDX,New York city,EWR,45-64,73159.0,50.992666666666665,509.9266666666666,9.090595960886425,339.52289733144636,Air,Narrowbody
1815,San Diego city,LAX,New York city,EWR,45-64,83454.0,50.06330555555555,500.63305555555553,8.669292856606729,313.61143633924394,Air,Narrowbody
1816,Charlotte city,CLT,Philadelphia city,PHL,65+,65359.0,10.822388888888888,108.22388888888888,3.895846683113231,65.19347578915979,Air,Narrowbody
1817,Chicago city,ORD,Milwaukee city,ORD,45-64,62097.0,2.2166944444444447,22.166944444444447,4.531638888888889,1000.0,Car,Narrowbody
1818,Tucson city,PHX,Sacramento city,SMF,25-44,45227.0,15.688,156.88,6.867542538213549,150.12343607053344,Air,Hydrogen-electric regional
1819,New York city,EWR,Los Angeles city,LAX,25-44,67046.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1820,Los Angeles city,LAX,New York city,EWR,25-44,65290.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1821,Sacramento city,SMF,Los Angeles city,LAX,25-44,65847.0,7.475888888888889,74.75888888888889,4.299642936371386,91.08961738285446,Air,Hydrogen-electric regional
1822,Columbus city,CLE,San Francisco city,SFO,45-64,54902.0,42.7465,427.465,10.332868517701044,285.1324568058621,Air,Narrowbody
1823,Memphis city,MEM,San Francisco city,SFO,45-64,41864.0,36.818,368.17999999999995,6.94249599906117,229.4170222430397,Air,Narrowbody
1824,New York city,EWR,San Jose city,SFO,25-44,67046.0,51.82394444444445,518.2394444444445,9.650724419501692,335.9936071130333,Air,Narrowbody
1825,New York city,EWR,El Paso city,PHX,15-24,67046.0,39.00111111111111,390.01111111111106,15.13069352138319,240.01277332385538,Air,Widebody
1826,El Paso city,PHX,Los Angeles city,LAX,45-64,48866.0,14.524472222222222,145.2447222222222,10.929947797085074,48.008789667949216,Air,Widebody
1827,Memphis city,MEM,New York city,EWR,15-24,41864.0,20.36888888888889,203.6888888888889,4.871286576548764,112.57390123167015,Air,Widebody
1828,Jacksonville city,MCO,Portland city,PDX,25-44,55531.0,51.91277777777778,519.1277777777777,11.49725772167378,324.25040804002055,Air,Narrowbody
1829,Houston city,AUS,Philadelphia city,PHL,15-24,53600.0,32.52019444444444,325.2019444444444,11.447633571543772,180.89642245880123,Air,Narrowbody
1830,New York city,EWR,Tucson city,PHX,15-24,67046.0,44.15102777777778,441.5102777777778,9.621749076938746,240.01277332385538,Air,Widebody
1831,Tucson city,PHX,El Paso city,PHX,15-24,45227.0,5.579027777777778,55.79027777777778,11.613777777777777,1000.0,Car,Narrowbody
1832,Las Vegas city,LAS,Los Angeles city,LAX,65+,58377.0,5.374722222222222,53.74722222222222,3.6203743713761547,60.49401696604507,Air,Hydrogen-electric regional
1833,Los Angeles city,LAX,Tucson city,PHX,15-24,65290.0,9.098833333333332,90.98833333333332,5.904150489604325,87.76557375898219,Air,Hydrogen-electric regional
1834,Phoenix city,PHX,New York city,EWR,65+,60914.0,44.236666666666665,442.3666666666667,7.76583241027208,240.01277332385538,Air,Widebody
1835,Los Angeles city,LAX,Chicago city,ORD,65+,65290.0,35.83991666666667,358.3991666666667,7.441917756384887,226.79582920183086,Air,Narrowbody
1836,Houston city,AUS,Oklahoma City city,DFW,45-64,53600.0,7.739833333333333,77.39833333333334,12.0258034411005,86.25995076096326,Car,Battery-electric commuter
1837,Los Angeles city,LAX,Los Angeles city,LAX,25-44,65290.0,0.0,0.0,3.0121111111111114,1000.0,Car,Narrowbody
1838,San Jose city,SFO,San Francisco city,SFO,25-44,117324.0,1.0578333333333332,10.578333333333331,3.196,1000.0,Car,Narrowbody
1839,New York city,EWR,Las Vegas city,LAS,25-44,67046.0,44.86305555555556,448.6305555555556,8.143232006453925,254.70210230040237,Air,Widebody
1840,Jacksonville city,MCO,New York city,EWR,65+,55531.0,17.704694444444446,177.04694444444445,7.631578557475822,121.64165528729764,Air,Narrowbody
1841,New York city,EWR,Columbus city,CLE,45-64,67046.0,10.580749999999998,105.80749999999998,6.444812360030312,103.59470192385322,Air,Hydrogen-electric regional
1842,Los Angeles city,LAX,Los Angeles city,LAX,45-64,65290.0,0.0,0.0,3.0121111111111114,1000.0,Car,Narrowbody
1843,San Jose city,SFO,New York city,EWR,65+,117324.0,51.82394444444445,518.2394444444445,9.650724419501692,295.8709623265728,Air,Widebody
1844,Los Angeles city,LAX,Chicago city,ORD,25-44,65290.0,35.83991666666667,358.3991666666667,7.441917756384887,226.79582920183086,Air,Narrowbody
1845,New York city,EWR,New York city,EWR,65+,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1846,Los Angeles city,LAX,Phoenix city,PHX,15-24,65290.0,7.05225,70.5225,4.048233822937657,87.76557375898219,Air,Hydrogen-electric regional
1847,El Paso city,PHX,San Francisco city,SFO,25-44,48866.0,21.2105,212.105,11.495922940085133,88.00865880621186,Air,Narrowbody
1848,Charlotte city,CLT,El Paso city,PHX,25-44,65359.0,29.577722222222224,295.77722222222224,14.207448680582093,194.02830931491945,Air,Widebody
1849,Los Angeles city,LAX,New York city,EWR,65+,65290.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1850,Jacksonville city,MCO,Tucson city,PHX,15-24,55531.0,33.66952777777778,336.6952777777778,11.30355372355963,194.67802384164938,Air,Widebody
1851,New York city,EWR,Columbus city,CLE,45-64,67046.0,10.580749999999998,105.80749999999998,6.444812360030312,103.59470192385322,Air,Hydrogen-electric regional
1852,Los Angeles city,LAX,El Paso city,PHX,45-64,65290.0,14.524472222222222,145.2447222222222,11.413094934048768,87.76557375898219,Air,Hydrogen-electric regional
1853,San Jose city,SFO,San Jose city,SFO,65+,117324.0,0.0,0.0,3.6276111111111113,1000.0,Car,Narrowbody
1854,Seattle city,PDX,Chicago city,ORD,25-44,97185.0,36.08288888888889,360.82888888888886,10.797953518959394,217.16469659704694,Air,Widebody
1855,Chicago city,ORD,San Francisco city,SFO,45-64,62097.0,36.95066666666666,369.50666666666666,7.689265023180532,245.44957572260736,Air,Narrowbody
1856,Phoenix city,PHX,Los Angeles city,LAX,65+,60914.0,7.05225,70.5225,3.565086685973963,48.008789667949216,Air,Widebody
1857,Houston city,AUS,Los Angeles city,LAX,25-44,53600.0,20.13047222222222,201.3047222222222,11.070224587683246,135.36582773775723,Air,Widebody
1858,Tucson city,PHX,Phoenix city,PHX,15-24,45227.0,2.059972222222222,20.59972222222222,4.248916666666666,1000.0,Car,Narrowbody
1859,New York city,EWR,New York city,EWR,65+,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1860,New York city,EWR,New York city,EWR,45-64,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1861,Tucson city,PHX,Los Angeles city,LAX,45-64,45227.0,9.098833333333332,90.98833333333332,5.421003352640629,48.008789667949216,Air,Widebody
1862,Houston city,AUS,Houston city,AUS,65+,53600.0,0.0,0.0,13.4385,1000.0,Car,Narrowbody
1863,Chicago city,ORD,Jacksonville city,MCO,25-44,62097.0,19.644861111111112,196.44861111111112,8.085037545717588,115.8985219396174,Air,Widebody
1864,Phoenix city,PHX,Phoenix city,PHX,25-44,60914.0,0.0,0.0,2.393,1000.0,Car,Narrowbody
1865,Seattle city,PDX,Philadelphia city,PHL,65+,97185.0,49.94719444444444,499.47194444444443,12.239585356851196,333.46288125018043,Air,Narrowbody
1866,Phoenix city,PHX,Philadelphia city,PHL,15-24,60914.0,42.69980555555555,426.9980555555555,7.571248545662668,263.62859321711557,Air,Narrowbody
1867,Denver city,DEN,San Diego city,LAX,15-24,72661.0,18.139,181.39,4.997095000886703,115.1795911799888,Air,Narrowbody
