IATA_AIRLINE,ID_AIRLINE,IATA_DEP_AIRPORT,ID_DEP_AIRPORT,IATA_ARR_AIRPORT,ID_ARR_AIRPORT,CODESHARE,STOPS,AIRCRAFT_TYPE,dep_geometry,arr_geometry,distance
VX,5331,FLL,3533,LAX,3484,,0,320,POINT (-80.152702 26.072599),POINT (-118.407997 33.942501),4377387.252351624
VX,5331,FLL,3533,SFO,3469,,0,320,POINT (-80.152702 26.072599),POINT (-122.375 37.61899948),4939115.370397059
VX,5331,IAD,3714,LAX,3484,,0,320 319,POINT (-77.455803 38.9445),POINT (-118.407997 33.942501),4611095.595668505
VX,5331,IAD,3714,SFO,3469,,0,319 320,POINT (-77.455803 38.9445),POINT (-122.375 37.61899948),5003914.36635884
VX,5331,JFK,3797,LAS,3877,,0,320,POINT (-73.779317 40.639447),POINT (-115.151817 36.083361),4650818.386470079
VX,5331,JFK,3797,LAX,3484,,0,320,POINT (-73.779317 40.639447),POINT (-118.407997 33.942501),5055857.887289621
VX,5331,JFK,3797,SFO,3469,,0,320,POINT (-73.779317 40.639447),POINT (-122.375 37.61899948),5426993.072085411
VX,5331,LAS,3877,JFK,3797,,0,320,POINT (-115.151817 36.083361),POINT (-73.779317 40.639447),4650818.386470079
VX,5331,LAS,3877,LAX,3484,,0,320,POINT (-115.151817 36.083361),POINT (-118.407997 33.942501),464842.0544610031
VX,5331,LAS,3877,SFO,3469,,0,320 319,POINT (-115.151817 36.083361),POINT (-122.375 37.61899948),831979.7207569219
VX,5331,LAX,3484,BOS,3448,,0,320 319,POINT (-118.407997 33.942501),POINT (-71.005203 42.3643),5410390.171388201
VX,5331,LAX,3484,DFW,3670,,0,319 320,POINT (-118.407997 33.942501),POINT (-97.038002 32.896801),2382981.8733873065
VX,5331,LAX,3484,EWR,3494,,0,320,POINT (-118.407997 33.942501),POINT (-74.168701 40.692501),5014734.182094696
VX,5331,LAX,3484,FLL,3533,,0,320,POINT (-118.407997 33.942501),POINT (-80.152702 26.072599),4377387.252351624
VX,5331,LAX,3484,IAD,3714,,0,320 319,POINT (-118.407997 33.942501),POINT (-77.455803 38.9445),4611095.595668505
VX,5331,LAX,3484,JFK,3797,,0,320,POINT (-118.407997 33.942501),POINT (-73.779317 40.639447),5055857.887289621
VX,5331,LAX,3484,LAS,3877,,0,320,POINT (-118.407997 33.942501),POINT (-115.151817 36.083361),464842.0544610031
VX,5331,LAX,3484,MCO,3878,,0,320,POINT (-118.407997 33.942501),POINT (-81.30899811 28.42939949),4191768.2350316243
VX,5331,LAX,3484,ORD,3830,,0,320,POINT (-118.407997 33.942501),POINT (-87.9048 41.9786),3580805.348910568
VX,5331,LAX,3484,PHL,3752,,0,319 320,POINT (-118.407997 33.942501),POINT (-75.2410965 39.87189865),4875836.488465762
VX,5331,LAX,3484,SFO,3469,,0,320 319,POINT (-118.407997 33.942501),POINT (-122.375 37.61899948),670592.7870016799
VX,5331,MCO,3878,LAX,3484,,0,320,POINT (-81.30899811 28.42939949),POINT (-118.407997 33.942501),4191768.2350316243
VX,5331,MCO,3878,SFO,3469,,0,320,POINT (-81.30899811 28.42939949),POINT (-122.375 37.61899948),4732090.766105395
VX,5331,ORD,3830,LAX,3484,,0,320,POINT (-87.9048 41.9786),POINT (-118.407997 33.942501),3580805.348910568
VX,5331,ORD,3830,SFO,3469,,0,320,POINT (-87.9048 41.9786),POINT (-122.375 37.61899948),3888908.302573175
VX,5331,PDX,3720,SFO,3469,,0,320,POINT (-122.5979996 45.58869934),POINT (-122.375 37.61899948),1189198.185579658
VX,5331,PHL,3752,LAX,3484,,0,320 319,POINT (-75.2410965 39.87189865),POINT (-118.407997 33.942501),4875836.488465762
VX,5331,PHL,3752,SFO,3469,,0,319,POINT (-75.2410965 39.87189865),POINT (-122.375 37.61899948),5256768.959233274
VX,5331,SAN,3731,SFO,3469,,0,319 320,POINT (-117.1900024 32.73360062),POINT (-122.375 37.61899948),881116.5247911516
VX,5331,SFO,3469,AUS,3673,,0,319,POINT (-122.375 37.61899948),POINT (-97.662015 30.197535),2926049.521539713
VX,5331,SFO,3469,BOS,3448,,0,320,POINT (-122.375 37.61899948),POINT (-71.005203 42.3643),5759933.348745595
VX,5331,SFO,3469,DFW,3670,,0,320 319,POINT (-122.375 37.61899948),POINT (-97.038002 32.896801),2893117.8650546917
VX,5331,SFO,3469,EWR,3494,,0,320,POINT (-122.375 37.61899948),POINT (-74.168701 40.692501),5384419.32374196
VX,5331,SFO,3469,FLL,3533,,0,320,POINT (-122.375 37.61899948),POINT (-80.152702 26.072599),4939115.370397059
VX,5331,SFO,3469,IAD,3714,,0,320 319,POINT (-122.375 37.61899948),POINT (-77.455803 38.9445),5003914.36635884
VX,5331,SFO,3469,JFK,3797,,0,320,POINT (-122.375 37.61899948),POINT (-73.779317 40.639447),5426993.072085411
VX,5331,SFO,3469,LAS,3877,,0,319 320,POINT (-122.375 37.61899948),POINT (-115.151817 36.083361),831979.7207569219
VX,5331,SFO,3469,LAX,3484,,0,320 319,POINT (-122.375 37.61899948),POINT (-118.407997 33.942501),670592.7870016799
VX,5331,SFO,3469,MCO,3878,,0,320,POINT (-122.375 37.61899948),POINT (-81.30899811 28.42939949),4732090.766105395
VX,5331,SFO,3469,ORD,3830,,0,320,POINT (-122.375 37.61899948),POINT (-87.9048 41.9786),3888908.302573175
VX,5331,SFO,3469,PDX,3720,,0,320,POINT (-122.375 37.61899948),POINT (-122.5979996 45.58869934),1189198.185579658
VX,5331,SFO,3469,PHL,3752,,0,319,POINT (-122.375 37.61899948),POINT (-75.2410965 39.87189865),5256768.959233274
VX,5331,SFO,3469,SAN,3731,,0,319 320,POINT (-122.375 37.61899948),POINT (-117.1900024 32.73360062),881116.5247911516
WN,4547,ATL,3682,AUS,3673,,0,733 73W,POINT (-84.428101 33.6367),POINT (-97.662015 30.197535),1540726.749310107
WN,4547,ATL,3682,BOS,3448,,0,73W,POINT (-84.428101 33.6367),POINT (-71.005203 42.3643),1938914.7982913926
WN,4547,ATL,3682,BWI,3849,,0,73W 73C,POINT (-84.428101 33.6367),POINT (-76.668297 39.1754),1154995.8810210929
WN,4547,ATL,3682,DEN,3751,,0,73W,POINT (-84.428101 33.6367),POINT (-104.6729965 39.86169815),2414218.981198342
WN,4547,ATL,3682,DTW,3645,Y,0,717 73G,POINT (-84.428101 33.6367),POINT (-83.35340118 42.21239853),1218612.2887403395
WN,4547,ATL,3682,FLL,3533,,0, 73W 733 73C,POINT (-84.428101 33.6367),POINT (-80.152702 26.072599),1082308.4779614708
WN,4547,ATL,3682,IND,3585,Y,0,717,POINT (-84.428101 33.6367),POINT (-86.294403 39.7173),869992.6530482855
WN,4547,ATL,3682,LAS,3877,,0,73W,POINT (-84.428101 33.6367),POINT (-115.151817 36.083361),3436222.083251533
WN,4547,ATL,3682,LAX,3484,,0,73W,POINT (-84.428101 33.6367),POINT (-118.407997 33.942501),3782846.4858771786
WN,4547,ATL,3682,MCI,3458,,0,733 73W,POINT (-84.428101 33.6367),POINT (-94.713898 39.2976),1387847.8861510612
WN,4547,ATL,3682,MCO,3878,,0,73W 733 73C,POINT (-84.428101 33.6367),POINT (-81.30899811 28.42939949),760761.437095263
WN,4547,ATL,3682,MSP,3858,Y,0,717,POINT (-84.428101 33.6367),POINT (-93.221802 44.882),1895224.6934125067
WN,4547,ATL,3682,MSY,3861,,0,73W,POINT (-84.428101 33.6367),POINT (-90.25800323 29.99340057),805672.9580695201
WN,4547,ATL,3682,PHL,3752,,0,733 73W,POINT (-84.428101 33.6367),POINT (-75.2410965 39.87189865),1340884.9570231386
WN,4547,ATL,3682,PHX,3462,,0,73W,POINT (-84.428101 33.6367),POINT (-112.005905 33.435302),3070064.922174599
WN,4547,ATL,3682,PIT,3570,Y,0,717 73G,POINT (-84.428101 33.6367),POINT (-80.23290253 40.49150085),1065319.3004641905
WN,4547,ATL,3682,RDU,3626,Y,0,717,POINT (-84.428101 33.6367),POINT (-78.787498 35.877602),697484.609887482
WN,4547,ATL,3682,RSW,3793,,0,73C,POINT (-84.428101 33.6367),POINT (-81.75520325 26.53619957),961667.8045053267
WN,4547,ATL,3682,SAN,3731,,0,73W,POINT (-84.428101 33.6367),POINT (-117.1900024 32.73360062),3649016.0095003634
WN,4547,ATL,3682,SFO,3469,,0,73W,POINT (-84.428101 33.6367),POINT (-122.375 37.61899948),4259320.892144342
WN,4547,ATL,3682,STL,3678,,0,73W 733,POINT (-84.428101 33.6367),POINT (-90.370003 38.748697),967164.7890230841
WN,4547,ATL,3682,TPA,3646,,0,73W  733 73C,POINT (-84.428101 33.6367),POINT (-82.53320313 27.97550011),763937.7869652105
WN,4547,AUS,3673,ATL,3682,,0,73W,POINT (-97.662015 30.197535),POINT (-84.428101 33.6367),1540726.749310107
WN,4547,AUS,3673,BNA,3690,,0,73W,POINT (-97.662015 30.197535),POINT (-86.67819977 36.12450027),1455070.7963904976
WN,4547,AUS,3673,BWI,3849,,0,73W,POINT (-97.662015 30.197535),POINT (-76.668297 39.1754),2635299.0014848257
WN,4547,AUS,3673,DEN,3751,,0,73W 733 73C,POINT (-97.662015 30.197535),POINT (-104.6729965 39.86169815),1530796.4028311279
WN,4547,AUS,3673,EWR,3494,,0,73W,POINT (-97.662015 30.197535),POINT (-74.168701 40.692501),2984594.8303646734
WN,4547,AUS,3673,FLL,3533,,0,73W,POINT (-97.662015 30.197535),POINT (-80.152702 26.072599),2017529.8519683771
WN,4547,AUS,3673,LAS,3877,,0,733 73H 73W 73C,POINT (-97.662015 30.197535),POINT (-115.151817 36.083361),2098554.678091675
WN,4547,AUS,3673,LAX,3484,,0,73C 73W,POINT (-97.662015 30.197535),POINT (-118.407997 33.942501),2361282.796665984
WN,4547,AUS,3673,MCO,3878,,0,733 73C 73W,POINT (-97.662015 30.197535),POINT (-81.30899811 28.42939949),1834353.3772702012
WN,4547,AUS,3673,MSY,3861,,0,73W 735,POINT (-97.662015 30.197535),POINT (-90.25800323 29.99340057),824629.202183219
WN,4547,AUS,3673,PHX,3462,,0,73W 73C 733,POINT (-97.662015 30.197535),POINT (-112.005905 33.435302),1652156.6728852196
WN,4547,AUS,3673,SAN,3731,,0,73C 73W,POINT (-97.662015 30.197535),POINT (-117.1900024 32.73360062),2198905.6347201965
WN,4547,AUS,3673,TPA,3646,,0,73W,POINT (-97.662015 30.197535),POINT (-82.53320313 27.97550011),1707757.106297336
WN,4547,BNA,3690,AUS,3673,,0,733 73W 735,POINT (-86.67819977 36.12450027),POINT (-97.662015 30.197535),1455070.7963904976
WN,4547,BNA,3690,BOS,3448,,0,73W 73C 733,POINT (-86.67819977 36.12450027),POINT (-71.005203 42.3643),1962220.9709010515
WN,4547,BNA,3690,BWI,3849,,0,738 73W 73C 733,POINT (-86.67819977 36.12450027),POINT (-76.668297 39.1754),1194048.6157146392
WN,4547,BNA,3690,CLE,3486,,0,73W,POINT (-86.67819977 36.12450027),POINT (-81.84980011 41.4117012),927183.7958231551
WN,4547,BNA,3690,DEN,3751,,0,73W,POINT (-86.67819977 36.12450027),POINT (-104.6729965 39.86169815),2071614.1091393852
WN,4547,BNA,3690,DTW,3645,,0,73C 73W 73H,POINT (-86.67819977 36.12450027),POINT (-83.35340118 42.21239853),950134.3851974771
WN,4547,BNA,3690,EWR,3494,,0,73W,POINT (-86.67819977 36.12450027),POINT (-74.168701 40.692501),1536496.4146314405
WN,4547,BNA,3690,FLL,3533,,0,73C 73W 73H,POINT (-86.67819977 36.12450027),POINT (-80.152702 26.072599),1497654.2343144934
WN,4547,BNA,3690,LAS,3877,,0,73W 73H,POINT (-86.67819977 36.12450027),POINT (-115.151817 36.083361),3169673.6391611947
WN,4547,BNA,3690,LAX,3484,,0,73W 73H,POINT (-86.67819977 36.12450027),POINT (-118.407997 33.942501),3544582.8557015457
WN,4547,BNA,3690,MCI,3458,,0,73W 73C 733,POINT (-86.67819977 36.12450027),POINT (-94.713898 39.2976),999828.45168521
WN,4547,BNA,3690,MCO,3878,,0,73W 73C 733,POINT (-86.67819977 36.12450027),POINT (-81.30899811 28.42939949),1177516.5287470412
WN,4547,BNA,3690,MSY,3861,,0,73W 73C 733,POINT (-86.67819977 36.12450027),POINT (-90.25800323 29.99340057),907267.1737785614
WN,4547,BNA,3690,PHL,3752,,0,73W 73C 733,POINT (-86.67819977 36.12450027),POINT (-75.2410965 39.87189865),1378920.4199303468
WN,4547,BNA,3690,PHX,3462,,0,73W,POINT (-86.67819977 36.12450027),POINT (-112.005905 33.435302),2842935.8992512547
WN,4547,BNA,3690,PIT,3570,,0,73C 733,POINT (-86.67819977 36.12450027),POINT (-80.23290253 40.49150085),948163.0347813211
WN,4547,BNA,3690,RDU,3626,,0,733 73W 73C,POINT (-86.67819977 36.12450027),POINT (-78.787498 35.877602),879045.648416697
WN,4547,BNA,3690,SAN,3731,,0,73W,POINT (-86.67819977 36.12450027),POINT (-117.1900024 32.73360062),3427267.261719472
WN,4547,BNA,3690,STL,3678,,0,73W 73C,POINT (-86.67819977 36.12450027),POINT (-90.370003 38.748697),551633.6168108532
WN,4547,BNA,3690,TPA,3646,,0,73W 73C,POINT (-86.67819977 36.12450027),POINT (-82.53320313 27.97550011),1166977.1445798588
WN,4547,BOS,3448,ATL,3682,,0,73W,POINT (-71.005203 42.3643),POINT (-84.428101 33.6367),1938914.7982913926
WN,4547,BOS,3448,BNA,3690,,0,73W 73C,POINT (-71.005203 42.3643),POINT (-86.67819977 36.12450027),1962220.9709010515
WN,4547,BOS,3448,BWI,3849,,0,73W 73C 733,POINT (-71.005203 42.3643),POINT (-76.668297 39.1754),785664.2686505289
WN,4547,BOS,3448,DEN,3751,,0,73W,POINT (-71.005203 42.3643),POINT (-104.6729965 39.86169815),3766085.4806735795
WN,4547,BOS,3448,MCI,3458,,0,73W,POINT (-71.005203 42.3643),POINT (-94.713898 39.2976),2677549.9539995207
WN,4547,BOS,3448,MCO,3878,,1,73W,POINT (-71.005203 42.3643),POINT (-81.30899811 28.42939949),2230077.623999797
WN,4547,BOS,3448,STL,3678,,0,73W,POINT (-71.005203 42.3643),POINT (-90.370003 38.748697),2219869.7592276535
WN,4547,BWI,3849,ATL,3682,,0,73W 733 73C,POINT (-76.668297 39.1754),POINT (-84.428101 33.6367),1154995.8810210929
WN,4547,BWI,3849,AUS,3673,,0,73W 73C,POINT (-76.668297 39.1754),POINT (-97.662015 30.197535),2635299.0014848257
WN,4547,BWI,3849,BNA,3690,,0,733 73C 73W,POINT (-76.668297 39.1754),POINT (-86.67819977 36.12450027),1194048.6157146392
WN,4547,BWI,3849,BOS,3448,,0,73W 73C 733,POINT (-76.668297 39.1754),POINT (-71.005203 42.3643),785664.2686505289
WN,4547,BWI,3849,CLE,3486,,0,73C 733 73W,POINT (-76.668297 39.1754),POINT (-81.84980011 41.4117012),662765.5368531628
WN,4547,BWI,3849,CLT,3876,,0,73W,POINT (-76.668297 39.1754),POINT (-80.94309998 35.2140007),730188.1021704953
WN,4547,BWI,3849,DEN,3751,,0,73W,POINT (-76.668297 39.1754),POINT (-104.6729965 39.86169815),3119041.6336413906
WN,4547,BWI,3849,DTW,3645,,0,73W 73C,POINT (-76.668297 39.1754),POINT (-83.35340118 42.21239853),867607.4862276096
WN,4547,BWI,3849,FLL,3533,,0,73W 73C 733,POINT (-76.668297 39.1754),POINT (-80.152702 26.072599),1781491.190097181
WN,4547,BWI,3849,IND,3585,,0,73W 73C 733,POINT (-76.668297 39.1754),POINT (-86.294403 39.7173),1074416.8850511431
WN,4547,BWI,3849,LAS,3877,,0,73H 73W 738,POINT (-76.668297 39.1754),POINT (-115.151817 36.083361),4305967.161896325
WN,4547,BWI,3849,LAX,3484,,0,738 73H,POINT (-76.668297 39.1754),POINT (-118.407997 33.942501),4702778.771134452
WN,4547,BWI,3849,MCI,3458,,0,73W 73C 733,POINT (-76.668297 39.1754),POINT (-94.713898 39.2976),2008903.888481908
WN,4547,BWI,3849,MCO,3878,,0,733 73W 73C 738 73H,POINT (-76.668297 39.1754),POINT (-81.30899811 28.42939949),1533257.487282418
WN,4547,BWI,3849,MEM,3473,,0,73C 73W,POINT (-76.668297 39.1754),POINT (-89.97669983 35.04240036),1589948.5953336747
WN,4547,BWI,3849,MSY,3861,,0,73H 733 73W,POINT (-76.668297 39.1754),POINT (-90.25800323 29.99340057),1958675.6476660594
WN,4547,BWI,3849,PHX,3462,,0,73W 738,POINT (-76.668297 39.1754),POINT (-112.005905 33.435302),4013017.011237039
WN,4547,BWI,3849,PIT,3570,,0,73W 73C,POINT (-76.668297 39.1754),POINT (-80.23290253 40.49150085),440297.61019375233
WN,4547,BWI,3849,RDU,3626,,0,73W 73C 733,POINT (-76.668297 39.1754),POINT (-78.787498 35.877602),519667.1101518828
WN,4547,BWI,3849,RSW,3793,,0,73W 73C 733,POINT (-76.668297 39.1754),POINT (-81.75520325 26.53619957),1773989.6709428234
WN,4547,BWI,3849,SAN,3731,,0,73H 73W 738,POINT (-76.668297 39.1754),POINT (-117.1900024 32.73360062),4597204.185663236
WN,4547,BWI,3849,SLC,3536,,0,73W,POINT (-76.668297 39.1754),POINT (-111.979746 40.785749),3937809.0959807606
WN,4547,BWI,3849,STL,3678,,0,73W 73H 733,POINT (-76.668297 39.1754),POINT (-90.370003 38.748697),1526489.797808572
WN,4547,BWI,3849,TPA,3646,,0,73C 73W 738 73H,POINT (-76.668297 39.1754),POINT (-82.53320313 27.97550011),1636788.7162309843
WN,4547,CLE,3486,BNA,3690,,0,73W 73C,POINT (-81.84980011 41.4117012),POINT (-86.67819977 36.12450027),927183.7958231551
WN,4547,CLE,3486,BWI,3849,,0,73C 733 73W,POINT (-81.84980011 41.4117012),POINT (-76.668297 39.1754),662765.5368531628
WN,4547,CLE,3486,LAS,3877,,0,73W,POINT (-81.84980011 41.4117012),POINT (-115.151817 36.083361),3784498.2848491576
WN,4547,CLT,3876,BWI,3849,,0,73W,POINT (-80.94309998 35.2140007),POINT (-76.668297 39.1754),730188.1021704953
WN,4547,CLT,3876,MCO,3878,,0,73W 733,POINT (-80.94309998 35.2140007),POINT (-81.30899811 28.42939949),890713.0431721066
WN,4547,DEN,3751,ATL,3682,,0,73W,POINT (-104.6729965 39.86169815),POINT (-84.428101 33.6367),2414218.981198342
WN,4547,DEN,3751,AUS,3673,,0,73C 73W,POINT (-104.6729965 39.86169815),POINT (-97.662015 30.197535),1530796.4028311279
WN,4547,DEN,3751,BNA,3690,,0,73W 738 73H,POINT (-104.6729965 39.86169815),POINT (-86.67819977 36.12450027),2071614.1091393852
WN,4547,DEN,3751,BOS,3448,,0,73W,POINT (-104.6729965 39.86169815),POINT (-71.005203 42.3643),3766085.4806735795
WN,4547,DEN,3751,BWI,3849,,0,73W 738,POINT (-104.6729965 39.86169815),POINT (-76.668297 39.1754),3119041.6336413906
WN,4547,DEN,3751,DTW,3645,,0,73W,POINT (-104.6729965 39.86169815),POINT (-83.35340118 42.21239853),2398517.610814137
WN,4547,DEN,3751,EWR,3494,,0,73W,POINT (-104.6729965 39.86169815),POINT (-74.168701 40.692501),3397885.8122108374
WN,4547,DEN,3751,FLL,3533,,0,73W,POINT (-104.6729965 39.86169815),POINT (-80.152702 26.072599),3290609.9501840207
WN,4547,DEN,3751,IAD,3714,,0,73W,POINT (-104.6729965 39.86169815),POINT (-77.455803 38.9445),3032684.2948261555
WN,4547,DEN,3751,IND,3585,,0,73C 73W 733,POINT (-104.6729965 39.86169815),POINT (-86.294403 39.7173),2046002.6162136288
WN,4547,DEN,3751,LAS,3877,,0,73W 73C 73H 738,POINT (-104.6729965 39.86169815),POINT (-115.151817 36.083361),1282818.1996112913
WN,4547,DEN,3751,LAX,3484,,0,733 73H 73C 73W,POINT (-104.6729965 39.86169815),POINT (-118.407997 33.942501),1737245.7951804085
WN,4547,DEN,3751,MCI,3458,,0,73W 73C 73H,POINT (-104.6729965 39.86169815),POINT (-94.713898 39.2976),1111631.54727593
WN,4547,DEN,3751,MCO,3878,,0,73W 73H,POINT (-104.6729965 39.86169815),POINT (-81.30899811 28.42939949),3023949.4302371456
WN,4547,DEN,3751,MSP,3858,,0,73W 73H 733 73C,POINT (-104.6729965 39.86169815),POINT (-93.221802 44.882),1482620.5855766714
WN,4547,DEN,3751,MSY,3861,,0,73W ,POINT (-104.6729965 39.86169815),POINT (-90.25800323 29.99340057),2092618.6216275643
WN,4547,DEN,3751,PDX,3720,,0,73W,POINT (-104.6729965 39.86169815),POINT (-122.5979996 45.58869934),2176343.6603602627
WN,4547,DEN,3751,PHL,3752,,0,73W,POINT (-104.6729965 39.86169815),POINT (-75.2410965 39.87189865),3276344.455094712
WN,4547,DEN,3751,PHX,3462,,0,73W 73C 73H 733,POINT (-104.6729965 39.86169815),POINT (-112.005905 33.435302),1209603.981973952
WN,4547,DEN,3751,PIT,3570,,0,73W 73H,POINT (-104.6729965 39.86169815),POINT (-80.23290253 40.49150085),2722205.77924749
WN,4547,DEN,3751,RDU,3626,,0,73W,POINT (-104.6729965 39.86169815),POINT (-78.787498 35.877602),2935867.2062314902
WN,4547,DEN,3751,SAN,3731,,0,73C 73H 73W,POINT (-104.6729965 39.86169815),POINT (-117.1900024 32.73360062),1706886.6541433232
WN,4547,DEN,3751,SFO,3469,,0,73W,POINT (-104.6729965 39.86169815),POINT (-122.375 37.61899948),1996410.8576347353
WN,4547,DEN,3751,SLC,3536,,0,73W 733 73C 73H,POINT (-104.6729965 39.86169815),POINT (-111.979746 40.785749),824498.6005503773
WN,4547,DEN,3751,SMF,3817,,0,733 73W 73H 73C 738,POINT (-104.6729965 39.86169815),POINT (-121.5910034 38.69540024),1890758.4175006326
WN,4547,DEN,3751,STL,3678,,0,73W 733,POINT (-104.6729965 39.86169815),POINT (-90.370003 38.748697),1600233.6145064945
WN,4547,DEN,3751,TPA,3646,,0,73W 73H,POINT (-104.6729965 39.86169815),POINT (-82.53320313 27.97550011),2938390.955217739
WN,4547,DFW,3670,RSW,3793,Y,0,738,POINT (-97.038002 32.896801),POINT (-81.75520325 26.53619957),1886832.5999620783
WN,4547,DTW,3645,ATL,3682,Y,0,717 73G,POINT (-83.35340118 42.21239853),POINT (-84.428101 33.6367),1218612.2887403395
WN,4547,DTW,3645,BNA,3690,,0,73W 73C 73H,POINT (-83.35340118 42.21239853),POINT (-86.67819977 36.12450027),950134.3851974771
WN,4547,DTW,3645,BWI,3849,,0,73W 73C,POINT (-83.35340118 42.21239853),POINT (-76.668297 39.1754),867607.4862276096
WN,4547,DTW,3645,DEN,3751,,0,73C 73W,POINT (-83.35340118 42.21239853),POINT (-104.6729965 39.86169815),2398517.610814137
WN,4547,DTW,3645,LAS,3877,,0,73H 73W,POINT (-83.35340118 42.21239853),POINT (-115.151817 36.083361),3647710.1897667055
WN,4547,DTW,3645,PHX,3462,,0,73W,POINT (-83.35340118 42.21239853),POINT (-112.005905 33.435302),3422002.03509374
WN,4547,DTW,3645,STL,3678,,0,73W,POINT (-83.35340118 42.21239853),POINT (-90.370003 38.748697),931264.9429466928
WN,4547,EWR,3494,AUS,3673,,0,73W,POINT (-74.168701 40.692501),POINT (-97.662015 30.197535),2984594.8303646734
WN,4547,EWR,3494,BNA,3690,,0,73W,POINT (-74.168701 40.692501),POINT (-86.67819977 36.12450027),1536496.4146314405
WN,4547,EWR,3494,DEN,3751,,0,73W,POINT (-74.168701 40.692501),POINT (-104.6729965 39.86169815),3397885.8122108374
WN,4547,EWR,3494,MSY,3861,,0,73W,POINT (-74.168701 40.692501),POINT (-90.25800323 29.99340057),2313505.275319836
WN,4547,EWR,3494,PHX,3462,,0,73W,POINT (-74.168701 40.692501),POINT (-112.005905 33.435302),4332322.567192493
WN,4547,EWR,3494,STL,3678,,0,73W,POINT (-74.168701 40.692501),POINT (-90.370003 38.748697),1825334.5420973534
WN,4547,FLL,3533,ATL,3682,,0,733 73W,POINT (-80.152702 26.072599),POINT (-84.428101 33.6367),1082308.4779614708
WN,4547,FLL,3533,AUS,3673,,0,73W,POINT (-80.152702 26.072599),POINT (-97.662015 30.197535),2017529.8519683771
WN,4547,FLL,3533,BNA,3690,,0,73W 73C 733,POINT (-80.152702 26.072599),POINT (-86.67819977 36.12450027),1497654.2343144934
WN,4547,FLL,3533,BWI,3849,,0,73W 73C 733,POINT (-80.152702 26.072599),POINT (-76.668297 39.1754),1781491.190097181
WN,4547,FLL,3533,DEN,3751,,0,73W,POINT (-80.152702 26.072599),POINT (-104.6729965 39.86169815),3290609.9501840207
WN,4547,FLL,3533,IND,3585,,0,73W 73C,POINT (-80.152702 26.072599),POINT (-86.294403 39.7173),1941249.887738425
WN,4547,FLL,3533,LAS,3877,,0,73W 738,POINT (-80.152702 26.072599),POINT (-115.151817 36.083361),4108520.684545471
WN,4547,FLL,3533,MCI,3458,,0,73W,POINT (-80.152702 26.072599),POINT (-94.713898 39.2976),2390000.930013838
WN,4547,FLL,3533,MSY,3861,,0,73W 73C,POINT (-80.152702 26.072599),POINT (-90.25800323 29.99340057),1228858.5193015155
WN,4547,FLL,3533,PHL,3752,,0,73C 73W,POINT (-80.152702 26.072599),POINT (-75.2410965 39.87189865),1918815.7603625085
WN,4547,FLL,3533,PHX,3462,,0,73W,POINT (-80.152702 26.072599),POINT (-112.005905 33.435302),3669685.583858943
WN,4547,FLL,3533,PIT,3570,,0,73W,POINT (-80.152702 26.072599),POINT (-80.23290253 40.49150085),1929570.254864364
WN,4547,FLL,3533,RDU,3626,,0,73W,POINT (-80.152702 26.072599),POINT (-78.787498 35.877602),1284737.505567371
WN,4547,FLL,3533,STL,3678,,0,73W,POINT (-80.152702 26.072599),POINT (-90.370003 38.748697),2026868.6609568484
WN,4547,FLL,3533,TPA,3646,,0,73W,POINT (-80.152702 26.072599),POINT (-82.53320313 27.97550011),356056.86803066474
WN,4547,IAD,3714,DEN,3751,,0,73W,POINT (-77.455803 38.9445),POINT (-104.6729965 39.86169815),3032684.2948261555
WN,4547,IND,3585,ATL,3682,Y,0,717,POINT (-86.294403 39.7173),POINT (-84.428101 33.6367),869992.6530482855
WN,4547,IND,3585,BWI,3849,,0,733 73C 73W,POINT (-86.294403 39.7173),POINT (-76.668297 39.1754),1074416.8850511431
WN,4547,IND,3585,DEN,3751,,0,733 73C 73W,POINT (-86.294403 39.7173),POINT (-104.6729965 39.86169815),2046002.6162136288
WN,4547,IND,3585,FLL,3533,,0,73W 73C,POINT (-86.294403 39.7173),POINT (-80.152702 26.072599),1941249.887738425
WN,4547,IND,3585,LAS,3877,,0,73W 73C,POINT (-86.294403 39.7173),POINT (-115.151817 36.083361),3253072.3065724196
WN,4547,IND,3585,MCI,3458,,0,733 73C,POINT (-86.294403 39.7173),POINT (-94.713898 39.2976),939208.0833884294
WN,4547,IND,3585,MCO,3878,,0,73C 73W 733,POINT (-86.294403 39.7173),POINT (-81.30899811 28.42939949),1619766.7176038374
WN,4547,IND,3585,PHX,3462,,0,73W 733,POINT (-86.294403 39.7173),POINT (-112.005905 33.435302),2991994.8782045795
WN,4547,IND,3585,RSW,3793,,0,73C 73W,POINT (-86.294403 39.7173),POINT (-81.75520325 26.53619957),1830428.944005026
WN,4547,IND,3585,TPA,3646,,0,73W 73C,POINT (-86.294403 39.7173),POINT (-82.53320313 27.97550011),1633627.04579628
WN,4547,LAS,3877,ATL,3682,,0,73W ,POINT (-115.151817 36.083361),POINT (-84.428101 33.6367),3436222.083251533
WN,4547,LAS,3877,AUS,3673,,0,73H 733 73W 73C,POINT (-115.151817 36.083361),POINT (-97.662015 30.197535),2098554.678091675
WN,4547,LAS,3877,BNA,3690,,0,73W 73H,POINT (-115.151817 36.083361),POINT (-86.67819977 36.12450027),3169673.6391611947
